code	english_name	vietnamese_name
E258	Other adrenogenital disorders	Rối loạn khác của thượng thận- sinh dục
E259	Adrenogenital disorder, unspecified	Rối loạn thượng thận- sinh dục, không đặc hiệu
E261	Secondary hyperaldosteronism	Cường aldosterone thứ phát
E269	Hyperaldosteronism, unspecified	Cường aldosterone, không đặc hiệu
E270	Other adrenocortical overactivity	Tăng hoạt động vỏ thượng thận khác
E271	Primary adrenocortical insufficiency	Thiểu năng vỏ thượng thận nguyên phát
E272	Addisonian crisis	Cơn Addison
E273	Drug-induced adrenocortical insufficiency	Thiểu năng vỏ thượng thận do thuốc
E275	Adrenomedullary hyperfunction	Cường năng tuỷ thượng thận
E278	Other specified disorders of adrenal gland	Rối loạn xác định khác của tuyến thượng thận
E279	Disorder of adrenal gland, unspecified	Rối loạn tuyến thượng thận, không đặc hiệu
E280	Estrogen excess	Thừa estrogen
E281	Androgen excess	Thừa androgen
E282	Polycystic ovarian syndrome	Hội chứng buồng trứng đa nang
E288	Other ovarian dysfunction	Rối loạn chức năng buồng trứng khác
E289	Ovarian dysfunction, unspecified	Rối loạn chức năng buồng trứng, không đặc hiệu
E290	Testicular hyperfunction	Cường năng tinh hoàn
E291	Testicular hypofunction	Thiểu năng tinh hoàn
E298	Other testicular dysfunction	Rối loạn chức năng tinh hoàn khác
E299	Testicular dysfunction, unspecified	Rối loạn chức năng tinh hoàn, không đặc hiệu
E300	Delayed puberty	Phát triển đặc tính sinh dục muộn
E301	Precocious puberty	Dậy thì sớm
E308	Other disorders of puberty	Rối loạn dậy thì khác
E309	Disorder of puberty, unspecified	Rối loạn dậy thì, không đặc hiệu
E310	Autoimmune polyglandular failure	Suy đa tuyến tự miễn
E311	Polyglandular hyperfunction	Bệnh đa u tuyến nội tiết
E318	Other polyglandular dysfunction	Rối loạn chức năng đa tuyến khác
E319	Polyglandular dysfunction, unspecified	Rối loạn chức năng đa tuyến, không đặc hiệu
E320	Persistent hyperplasia of thymus	Tăng sản tuyến ức kéo dài
E321	Abscess of thymus	Áp xe tuyến ức
E328	Other diseases of thymus	Bệnh tuyến ức khác
E329	Disease of thymus, unspecified	Bệnh tuyến ức không đặc hiệu
E340	Carcinoid syndrome	Hội chứng carcinoid
E341	Other hypersecretion of intestinal hormones	Tăng tiết khác của hormon ruột
E342	Ectopic hormone secretion, not elsewhere classified	Tiết hormon lạc chỗ, không phân loại nơi khác
E343	Short stature due to endocrine disorder	Vóc dáng lùn, không phân loại nơi khác
E344	Constitutional tall stature	Thể tạng cao
E348	Other specified endocrine disorders	Rối loạn nội tiết xác định khác
E349	Endocrine disorder, unspecified	Rối loạn nội tiết, không đặc hiệu
E368	Other intraoperative complications of endocrine system	Các biến chứng khác trong khi phẫu thuật của hệ thống nội tiết
E440	Moderate protein-calorie malnutrition	Suy dinh dưỡng protein-calo vừa phải
E441	Mild protein-calorie malnutrition	Suy dinh dưỡng protein-calo nhẹ
E500	Vitamin A deficiency with conjunctival xerosis	Khô kết mạc do thiếu vitamin A
E501	'Vitamin A deficiency with Bitot''s spot and conjunctival xerosis'	Vết Bitot và khô kết mạc do thiếu vitamin A
E502	Vitamin A deficiency with corneal xerosis	Khô giác mạc do thiếu vitamin A
E503	Vitamin A deficiency with corneal ulceration and xerosis	Loét và khô giác mạc do thiếu vitamin A
E504	Vitamin A deficiency with keratomalacia	Nhuyễn giác mạc do thiếu vitamin A
E505	Vitamin A deficiency with night blindness	Quáng gà do thiếu Vitamin A
E506	Vitamin A deficiency with xerophthalmic scars of cornea	Khô giác mạc có sẹo do thiếu vitamin A
E507	Other ocular manifestations of vitamin A deficiency	Biểu hiện khác ở mắt do thiếu vitamin A
E508	Other manifestations of vitamin A deficiency	Biểu hiện khác của thiếu vitamin A
E509	Vitamin A deficiency, unspecified	Thiếu vitamin A, không đặc hiệu
E512	'Wernicke''s encephalopathy'	Bệnh lý não Wernicke
E518	Other manifestations of thiamine deficiency	Biểu hiện khác của thiếu thiamine
E519	Thiamine deficiency, unspecified	Thiếu thiamine, không đặc hiệu
E530	Riboflavin deficiency	Thiếu riboflavin
E531	Pyridoxine deficiency	Thiếu pyridoxine
E538	Deficiency of other specified B group vitamins	Thiếu các vitamin nhóm B đặc hiệu khác
E539	Vitamin B deficiency, unspecified	Thiếu vitamin B, không đặc hiệu
E550	Rickets, active	Còi xương, tiến triển
E559	Vitamin D deficiency, unspecified	Thiếu vitamin D, không xác định
E560	Deficiency of vitamin E	Thiếu vitamin E
E561	Deficiency of vitamin K	Thiếu vitamin K
E568	Deficiency of other vitamins	Thiếu các vitamin khác
E569	Vitamin deficiency, unspecified	Thiếu vitamin, không đặc hiệu
E610	Copper deficiency	Thiếu đồng
E611	Iron deficiency	Thiếu sắt
E612	Magnesium deficiency	Thiếu magie
E613	Manganese deficiency	Thiếu mangan
E614	Chromium deficiency	Thiếu crôm
E615	Molybdenum deficiency	Thiếu molypđen
E616	Vanadium deficiency	Thiếu vanadin
E617	Deficiency of multiple nutrient elements	Thiếu nhiều yếu tố dinh dưỡng
E618	Deficiency of other specified nutrient elements	Thiếu các yếu tố dinh dưỡng xác định khác
E619	Deficiency of nutrient element, unspecified	Thiếu các yếu tố dinh dưỡng không đặc hiệu
E630	Essential fatty acid [EFA] deficiency	Thiếu acid béo cần thiết [EFA)
E631	Imbalance of constituents of food intake	Mất cân đối trong thành phần thức ăn
E638	Other specified nutritional deficiencies	Thiếu dinh dưỡng đặc hiệu khác
E639	Nutritional deficiency, unspecified	Thiếu dinh dưỡng, không đặc hiệu
E640	Sequelae of protein-calorie malnutrition	Di chứng của suy dinh dưỡng do thiếu protein- năng lượng
E641	Sequelae of vitamin A deficiency	Di chứng của thiếu vitamin A
E642	Sequelae of vitamin C deficiency	Di chứng của thiếu vitamin C
E643	Sequelae of rickets	Di chứng của bệnh còi xương
E648	Sequelae of other nutritional deficiencies	Di chứng của bệnh thiếu dinh dưỡng khác
E649	Sequelae of unspecified nutritional deficiency	Di chứng của thiếu dinh dưỡng không đặc hiệu
E661	Drug-induced obesity	Béo phì do thuốc
E662	Morbid (severe) obesity with alveolar hypoventilation	Béo phì quá mức với giảm thông khí phế nang
E663	Overweight	Thừa cân
E668	Other obesity	Béo phì khác
E669	Obesity, unspecified	Béo phì, không đặc hiệu
E670	Hypervitaminosis A	Thừa vitamin A
E671	Hypercarotenemia	Tăng caroten máu
E672	Megavitamin-B6 syndrome	Hội chứng Megavitamin- B6
E673	Hypervitaminosis D	Thừa vitamin D
E678	Other specified hyperalimentation	Thừa dinh dưỡng xác định khác
E700	Classical phenylketonuria	Phenyl- ceton niệu kinh điển
E701	Other hyperphenylalaninemias	Tăng phenylalanin máu khác
E705	Disorders of tryptophan metabolism	Rối loạn chuyển hóa tryptophan
E708	Other disorders of aromatic amino-acid metabolism	Rối loạn chuyển hoá khác của acid amin thơm
E709	Disorder of aromatic amino-acid metabolism, unspecified	Rối loạn chuyển hoá acid amin thơm, không xác định.
E710	Maple-syrup-urine disease	Bệnh nước tiểu mùi sirô phong (Maple- syrup)
E712	Disorder of branched-chain amino-acid metabolism, unspecified	Rối loạn chuyển hoá acid amin chuỗi phân nhánh, không đặc hiệu
E723	Disorders of lysine and hydroxylysine metabolism	Rối loạn chuyển hoá lysine và hydroxylysine
E724	Disorders of ornithine metabolism	Rối loạn chuyển hoá ornithine
E728	Other specified disorders of amino-acid metabolism	Rối loạn xác định khác của chuyển hoá acid amin
E729	Disorder of amino-acid metabolism, unspecified	Rối loạn chuyển hoá acid amin, không đặc hiệu
E730	Congenital lactase deficiency	Thiếu men lactase bẩm sinh
E731	Secondary lactase deficiency	Thiếu men lactase thứ phát
E738	Other lactose intolerance	Không dung nạp lactose khác
E739	Lactose intolerance, unspecified	Không dung nạp lactose, không đặc hiệu
E744	Disorders of pyruvate metabolism and gluconeogenesis	Rối loạn chuyển hoá pyruvat và tân tạo glucose
E748	Other specified disorders of carbohydrate metabolism	Rối loạn xác định khác của chuyển hoá carbohydrat
E749	Disorder of carbohydrate metabolism, unspecified	Rối loạn chuyển hoá carbohydrat, không đặc hiệu
E753	Sphingolipidosis, unspecified                                                                                                                                                                                                                                   	Bệnh nhiễm sphingolipid, không đặc hiệu
E754	Neuronal ceroid lipofuscinosis	Bệnh lý tích tụ lipofuscin ở neuron (NCL)
E755	Other lipid storage disorders                                                                                                                                                                                                                                   	Rối loạn tích luỹ lipid khác
E756	Lipid storage disorder, unspecified                                                                                                                                                                                                                             	Rối loạn tích luỹ lipid, không đặc hiệu
E761	Mucopolysaccharidosis, type II	Nhiễm mucopolysaccharid, type II
E763	Mucopolysaccharidosis, unspecified	Nhiễm mucopolysaccharid không đặc hiệu
E768	Other disorders of glucosaminoglycan metabolism	Rối loạn chuyển hoá glucosaminoglycan khác
